protein_id	protein_name	copy_number
BHFGHA_08325	isopentenyl-diphosphate Delta-isomerase	1
BHFGHA_08330	lysine--tRNA ligase	1
BHFGHA_08335	peptide chain release factor 2	1
BHFGHA_08340	single-stranded-DNA-specific exonuclease RecJ	1
BHFGHA_08345	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	1
BHFGHA_08350	site-specific tyrosine recombinase XerD	1
BHFGHA_08355	flavodoxin FldB	1
BHFGHA_08360	Inner membrane protein YgfX	1
BHFGHA_08365	FAD assembly factor SdhE	1
BHFGHA_08370	tRNA-modifying protein YgfZ	1
BHFGHA_08375	hemolysin III family protein	1
BHFGHA_08380	N(4)-acetylcytidine aminohydrolase	1
BHFGHA_08385	6-phospho-beta-glucosidase BglA	1
BHFGHA_08390	aminomethyl-transferring glycine dehydrogenase	1
BHFGHA_08395	glycine cleavage system protein GcvH	1
BHFGHA_08400	glycine cleavage system aminomethyltransferase GcvT	1
BHFGHA_08405	Transposase	1
BHFGHA_08410	FAD-dependent 2-octaprenylphenol hydroxylase	1
BHFGHA_08415	2-octaprenyl-6-methoxyphenyl hydroxylase	1
BHFGHA_08420	Xaa-Pro aminopeptidase	1
BHFGHA_08425	UPF0149 family protein YgfB	1
BHFGHA_08430	cell division protein ZapA	1
BHFGHA_08440	5-formyltetrahydrofolate cyclo-ligase	1
BHFGHA_08450	Type I toxin-antitoxin system Ibs family toxin	1
BHFGHA_08455	phosphoglycerate dehydrogenase	1
BHFGHA_08460	ribose-5-phosphate isomerase RpiA	1
BHFGHA_08465	Putative protein YqfE	1
BHFGHA_08470	DNA-binding transcriptional regulator ArgP	1
BHFGHA_08475	Methylmalonyl-CoA mutase	1
BHFGHA_08480	Methylmalonyl-CoA mutase domain-containing protein	1
BHFGHA_08485	Uncharacterized HTH-type transcriptional regulator YgfI	1
BHFGHA_08490	oxidative stress defense protein	1
BHFGHA_08495	arginine exporter ArgO	1
BHFGHA_08500	small-conductance mechanosensitive channel MscS	1
BHFGHA_08505	class II fructose-bisphosphate aldolase	1
BHFGHA_08510	phosphoglycerate kinase	1
BHFGHA_08515	erythrose-4-phosphate dehydrogenase	1
BHFGHA_08520	DUF296 domain-containing protein	1
BHFGHA_08525	Signal transduction histidine kinase, LytS	1
BHFGHA_08530	Energy-coupling factor transporter transmembrane protein EcfT	1
BHFGHA_08535	Energy-coupling factor transporter ATP-binding protein EcfA2	1
BHFGHA_08540	ABC-type sulfate/molybdate transport systems, ATPase component	1
BHFGHA_08545	nucleoside/nucleotide kinase family protein	1
BHFGHA_08550	fumarase E	1
BHFGHA_08555	fructose-bisphosphatase	1
BHFGHA_08560	Uncharacterized protein YggP	1
BHFGHA_08565	PTS mannitol transporter subunit IICB	1
BHFGHA_08570	PTS mannitol transporter subunit IIA	1
BHFGHA_08575	Regulator of protease activity HflC, stomatin/prohibitin superfamily	1
BHFGHA_08585	transketolase	1
BHFGHA_08590	metalloprotease LoiP	1
BHFGHA_08595	agmatinase	1
BHFGHA_08600	Lipoprotein	1
BHFGHA_08605	biosynthetic arginine decarboxylase	1
BHFGHA_08610	methionine adenosyltransferase	1
BHFGHA_08615	galactose/proton symporter	1
BHFGHA_08620	SprT family zinc-dependent metalloprotease	1
BHFGHA_08625	deoxyribonuclease I	1
BHFGHA_08630	16S rRNA (uracil(1498)-N(3))-methyltransferase	1
BHFGHA_08635	glutathione synthase	1
BHFGHA_08640	YqgE/AlgH family protein	1
BHFGHA_08645	Holliday junction resolvase RuvX	1
BHFGHA_08650	Uncharacterized protein YggR	1
BHFGHA_08655	pyridoxal phosphate homeostasis protein	1
BHFGHA_08660	osmotic shock tolerance protein YggT	1
BHFGHA_08665	DUF167 domain-containing protein	1
BHFGHA_08670	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	1
BHFGHA_08675	radical SAM family heme chaperone HemW	1
BHFGHA_08680	Uncharacterized protein YggM	1
BHFGHA_08685	L-asparaginase 2	1
BHFGHA_08690	Uncharacterized protein YggN	1
BHFGHA_08695	tRNA (guanosine(46)-N7)-methyltransferase TrmB	1
BHFGHA_08700	tRNA (guanosine(46)-N7)-methyltransferase TrmB	1
BHFGHA_08705	A/G-specific adenine glycosylase	1
BHFGHA_08710	oxidative damage protection protein	1
BHFGHA_08715	membrane-bound lytic murein transglycosylase MltC	1
BHFGHA_08720	nucleoside permease NupG	1
BHFGHA_08725	ornithine decarboxylase	1
BHFGHA_08730	Uncharacterized protein YqgA	1
BHFGHA_08740	Integrase/recombinase, includes phage integrase	1
BHFGHA_08745	Tetratricopeptide repeat protein	1
BHFGHA_08750	IS1 family IS1A transposase ORF A	1
BHFGHA_08755	IS1 family transposase	1
BHFGHA_08760	HTH-type transcriptional regulator PapX	1
BHFGHA_08765	IS1 family transposase	1
BHFGHA_08770	IS1 family IS1A transposase ORF A	1
BHFGHA_08775	p-fimbriae major subunit	1
BHFGHA_08780	Pap fimbrial major pilin protein	1
BHFGHA_08785	major pilus subunit operon transcriptional regulator PapI	1
BHFGHA_08795	Transposase	1
BHFGHA_08800	IS3 family transposase	1
BHFGHA_08805	IS3 family IS1203 transposase ORF A	1
BHFGHA_08815	ISL3 family transposase	1
BHFGHA_08820	YdgH/BhsA/McbA-like domain-containing protein	1
BHFGHA_08825	TetR family transcriptional regulator	1
BHFGHA_08830	F200	1
BHFGHA_08835	IS3 family IS2 transposase ORF A	1
BHFGHA_08840	IS3 family IS2 transposase ORF B	1
BHFGHA_08845	ShiF protein	1
BHFGHA_08850	aerobactin synthase IucA	1
BHFGHA_08855	N(6)-hydroxylysine O-acetyltransferase IucB	1
BHFGHA_08860	NIS family aerobactin synthetase IucC	1
BHFGHA_08865	NADPH-dependent L-lysine N(6)-monooxygenase IucD	1
BHFGHA_08870	ferric aerobactin receptor IutA	1
BHFGHA_08875	Secreted auto transporter toxin	1
BHFGHA_08880	serine protease autotransporter toxin Sat	1
BHFGHA_08885	Autotransporter domain-containing protein	1
BHFGHA_08890	Transposase	1
BHFGHA_08895	Transposase and inactivated derivatives, IS30 family	1
BHFGHA_08900	IS3 family IS3411 transposase ORF A	1
BHFGHA_08905	IS3 family IS629 transposase ORF B	1
BHFGHA_08910	L-lactate permease	1
BHFGHA_08915	Secreted protein	1
BHFGHA_08920	Prophage protein	1
BHFGHA_08925	hypothetical protein	1
BHFGHA_08935	IS3 family transposase ORF A	1
BHFGHA_08940	IS3 family ISEc31 transposase	1
BHFGHA_08945	bifunctional siderophore receptor/adhesin Iha	1
BHFGHA_08950	Transposase	1
BHFGHA_08955	IS3 family ISSd1 transposase ORF A	1
BHFGHA_08960	IS3 family ISSd1 transposase	1
BHFGHA_08965	Transposase	1
BHFGHA_08970	Polysialic acid capsule expression protein	1
BHFGHA_08975	Capsule polysaccharide export inner-membrane protein	1
BHFGHA_08980	Polysialic acid transport protein precursor	1
BHFGHA_08985	3-deoxy-manno-octulosonate cytidylyltransferase	1
BHFGHA_08990	Capsule polysaccharide export protein	1
BHFGHA_08995	Capsule polysaccharide export protein	1
BHFGHA_09000	Glycosyl transferase	1
BHFGHA_09005	polysialic acid biosynthesis protein	1
BHFGHA_09010	UDP-N-acetylglucosamine 2-epimerase	1
BHFGHA_09015	N-acylneuraminate cytidylyltransferase	1
BHFGHA_09020	N-acylneuraminate-9-phosphate synthase	1
BHFGHA_09025	NeuD protein involved in sialic acid synthesis	1
BHFGHA_09030	Polysialic acid transport ATP-binding protein	1
BHFGHA_09035	Polysialic acid transport protein	1
BHFGHA_09040	GspM family type II secretion system protein YghD	1
BHFGHA_09045	general secretion pathway protein L	1
BHFGHA_09050	general secretion pathway protein K	1
BHFGHA_09055	general secretion pathway protein J	1
BHFGHA_09060	general secretion pathway protein I	1
BHFGHA_09065	general secretion pathway protein H	1
BHFGHA_09070	general secretion pathway protein G	1
BHFGHA_09075	general secretion pathway protein F	1
BHFGHA_09080	general secretion pathway protein E	1
BHFGHA_09085	general secretion pathway protein D	1
BHFGHA_09090	type II secretion system protein GspC	1
BHFGHA_09095	Pilotin AspS 2	1
BHFGHA_09100	prepilin peptidase PppA	1
BHFGHA_09105	lipoprotein metalloprotease SslE	1
BHFGHA_09110	glycolate permease GlcA	1
BHFGHA_09120	malate synthase G	1
BHFGHA_09125	glycolate oxidase subunit GlcF	1
BHFGHA_09130	glycolate oxidase subunit GlcF	1
BHFGHA_09135	glycolate oxidase subunit GlcE	1
BHFGHA_09140	glycolate oxidase subunit GlcD	1
BHFGHA_09145	transcriptional regulator GlcC	1
BHFGHA_09150	Protein YghO	1
BHFGHA_09155	AMP-binding protein	1
BHFGHA_09160	Nucleoside-diphosphate-sugar epimerase	1
BHFGHA_09165	Acyl carrier protein	1
BHFGHA_09170	8-amino-7-oxononanoate synthase	1
BHFGHA_09175	LPS export ABC transporter permease LptG	1
BHFGHA_09180	LPS export ABC transporter permease LptF	1
BHFGHA_09185	putative transcriptional regulator YtfJ	1
BHFGHA_09190	Ybl138	1
BHFGHA_09195	Inner membrane protein YghQ	1
BHFGHA_09200	Uncharacterized ATP-binding protein YghR	1
BHFGHA_09205	Uncharacterized ATP-binding protein YghS	1
BHFGHA_09210	Uncharacterized ATP-binding protein YghT	1
BHFGHA_09215	inorganic phosphate transporter PitB	1
BHFGHA_09220	bifunctional glutathionylspermidine amidase/synthase	1
BHFGHA_09225	glutathione-dependent disulfide-bond oxidoreductase	1
BHFGHA_09230	hydrogenase maturation factor HybG	1
BHFGHA_09235	hydrogenase maturation nickel metallochaperone HypA	1
BHFGHA_09240	hydrogenase-2 assembly chaperone	1
BHFGHA_09245	HyaD/HybD family hydrogenase maturation endopeptidase	1
BHFGHA_09250	hydrogenase 2 large subunit	1
BHFGHA_09255	Ni/Fe-hydrogenase cytochrome b subunit	1
BHFGHA_09260	hydrogenase 2 operon protein HybA	1
BHFGHA_09265	hydrogenase 2 small subunit	1
BHFGHA_09270	Uncharacterized protein YghW	1
BHFGHA_09275	YghX family hydrolase	1
BHFGHA_09280	L-glyceraldehyde 3-phosphate reductase	1
BHFGHA_09285	UPF0114 protein YqhA	1
BHFGHA_09290	NADP(+)-dependent aldehyde reductase	1
BHFGHA_09295	TonB system transport protein ExbD	1
BHFGHA_09300	tol-pal system-associated acyl-CoA thioesterase	1
BHFGHA_09305	cystathionine beta-lyase	1
BHFGHA_09310	Inner membrane protein YghB	1
BHFGHA_09315	DNA-binding transcriptional regulator YqhC	1
BHFGHA_09320	alcohol dehydrogenase	1
BHFGHA_09330	2,5-didehydrogluconate reductase DkgA	1
BHFGHA_09335	Uncharacterized protein YqhG	1
BHFGHA_09340	lipoprotein YqhH	1
BHFGHA_09345	YgiQ family radical SAM protein	1
BHFGHA_09350	FCD domain-containing protein	1
BHFGHA_09355	Mannitol dehydrogenase family protein	1
BHFGHA_09360	Zinc-binding alcohol dehydrogenase family protein	1
BHFGHA_09365	Ldh family oxidoreductase	1
BHFGHA_09370	TRAP transporter solute receptor, DctP family	1
BHFGHA_09375	TRAP transporter small permease protein	1
BHFGHA_09380	TRAP-type C4-dicarboxylate transport system, large permease component	1
BHFGHA_09385	hypothetical protein	1
BHFGHA_09390	cell division protein FtsP	1
BHFGHA_09395	1-acylglycerol-3-phosphate O-acyltransferase	1
BHFGHA_09400	DNA topoisomerase IV subunit A	1
BHFGHA_09405	ABC transporter substrate-binding protein	1
BHFGHA_09410	type II toxin-antitoxin system antitoxin MqsA	1
BHFGHA_09415	type II toxin-antitoxin system toxin MqsR	1
BHFGHA_09420	putative transcriptional regulator YgiV	1
BHFGHA_09425	OB fold stress tolerance protein YgiW	1
BHFGHA_09430	Quorum sensing DNA-binding response regulator in two-component regulatory system with QseC	1
BHFGHA_09435	quorum sensing histidine kinase QseC	1
BHFGHA_09440	NADPH:quinone oxidoreductase MdaB	1
BHFGHA_09445	putative quinol monooxygenase YgiN	1
BHFGHA_09450	DNA topoisomerase 4 subunit B	1
BHFGHA_09455	3',5'-cyclic-AMP phosphodiesterase	1
BHFGHA_09460	3',5'-cyclic-AMP phosphodiesterase	1
BHFGHA_09465	DUF1249 domain-containing protein	1
BHFGHA_09470	ADP-ribose diphosphatase	1
BHFGHA_09475	outer membrane channel protein TolC	1
BHFGHA_09480	DUF1190 domain-containing protein	1
BHFGHA_09485	Putative acid--amine ligase YgiC	1
BHFGHA_09490	4,5-DOPA dioxygenase extradiol	1
BHFGHA_09495	zinc transporter ZupT	1
BHFGHA_09500	3,4-dihydroxy-2-butanone 4-phosphate synthase	1
BHFGHA_09505	ubiquinone biosynthesis accessory factor UbiK	1
BHFGHA_09510	fimbrial-like protein	1
BHFGHA_09515	Putative outer membrane usher protein YqiG	1
BHFGHA_09520	Uncharacterized fimbrial chaperone YqiH	1
BHFGHA_09525	Uncharacterized protein YqiI	1
BHFGHA_09530	cell surface composition regulator GlgS	1
BHFGHA_09535	Inner membrane protein YqiJ	1
BHFGHA_09540	Flotillin family inner membrane protein YqiK	1
BHFGHA_09550	Small toxic protein IbsD	1
BHFGHA_09560	Small toxic protein IbsE	1
BHFGHA_09565	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	1
BHFGHA_09570	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	1
BHFGHA_09575	inorganic triphosphatase	1
BHFGHA_09580	TIGR04211 family SH3 domain-containing protein	1
BHFGHA_09585	fused tRNA nucleotidyltransferase/2',3'-cyclic phosphodiesterase/2' nucleotidase/phosphatase Cca	1
BHFGHA_09595	undecaprenyl-diphosphate phosphatase	1
BHFGHA_09600	bifunctional dihydroneopterin aldolase/7,8-dihydroneopterin epimerase	1
BHFGHA_09605	glycerol-3-phosphate 1-O-acyltransferase PlsY	1
BHFGHA_09610	DNA-binding transcriptional activator TtdR	1
BHFGHA_09615	L(+)-tartrate dehydratase subunit alpha	1
BHFGHA_09620	L(+)-tartrate dehydratase subunit beta	1
BHFGHA_09625	L-tartrate/succinate antiporter	1
BHFGHA_09630	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	1
BHFGHA_09635	30S ribosomal protein S21	1
BHFGHA_09640	DNA primase	1
BHFGHA_09645	RNA polymerase sigma factor RpoD	1
BHFGHA_09650	G/U mismatch-specific DNA glycosylase	1
BHFGHA_09660	NADPH-dependent ferric chelate reductase	1
BHFGHA_09665	DNA-binding transcriptional regulator NfeR	1
BHFGHA_09670	aerotaxis sensor receptor Aer	1
BHFGHA_09675	putrescine aminotransferase	1
BHFGHA_09680	tRNA-binding protein	1
BHFGHA_09685	transcriptional regulator EbgR	1
BHFGHA_09690	beta-galactosidase subunit alpha	1
BHFGHA_09695	beta-galactosidase subunit beta	1
BHFGHA_09700	Inner membrane transporter YgjI	1
BHFGHA_09705	protein YgjJ	1
BHFGHA_09710	alpha-glucosidase	1
BHFGHA_09725	NADPH-dependent 2,4-dienoyl-CoA reductase	1
BHFGHA_09730	type II toxin-antitoxin system antitoxin HigA	1
BHFGHA_09735	type II toxin-antitoxin system toxin HigB	1
BHFGHA_09740	23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	1
BHFGHA_09745	UTP pyrophosphatase	1
BHFGHA_09750	Uncharacterized protein YgjQ	1
BHFGHA_09755	Uncharacterized oxidoreductase YgjR	1
BHFGHA_09760	TerC family membrane protein Alx	1
BHFGHA_09765	serine/threonine transporter SstT	1
BHFGHA_09770	Inner membrane protein YgjV	1
BHFGHA_09775	altronate dehydratase	1
BHFGHA_09780	glucuronate isomerase	1
BHFGHA_09785	hexuronate transporter ExuT	1
BHFGHA_09790	transcriptional regulator ExuR	1
BHFGHA_09795	Protein YqiM	1
BHFGHA_09800	Inner membrane protein YqjA	1
BHFGHA_09805	EnvZ/OmpR regulon moderator MzrA	1
BHFGHA_09810	Protein YqjC	1
BHFGHA_09815	Uncharacterized protein YqjD	1
BHFGHA_09820	Inner membrane protein YqjE	1
BHFGHA_09825	Uncharacterized protein YqjK	1
BHFGHA_09830	Inner membrane protein YqjF	1
BHFGHA_09835	glutathionyl-hydroquinone reductase YqjG	1
BHFGHA_09840	Inner membrane protein YhaH	1
BHFGHA_09845	Inner membrane protein YhaI	1
BHFGHA_09850	DNA-binding transcriptional regulator YhaJ	1
BHFGHA_09855	Pirin-like protein YhaK	1
BHFGHA_09860	Uncharacterized protein YhaL	1
BHFGHA_09865	UPF0597 protein YhaM	1
BHFGHA_09870	putative serine transporter	1
BHFGHA_09875	L-serine ammonia-lyase	1
BHFGHA_09880	enamine/imine deaminase	1
BHFGHA_09885	2-ketobutyrate formate-lyase/pyruvate formate-lyase	1
BHFGHA_09890	propionate kinase	1
BHFGHA_09895	threonine/serine transporter TdcC	1
BHFGHA_09900	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB	1
BHFGHA_09905	transcriptional regulator TdcA	1
BHFGHA_09910	Uncharacterized protein YhaB	1
BHFGHA_09915	YhaC family protein	1
BHFGHA_09925	glycerate 2-kinase	1
BHFGHA_09930	2-hydroxy-3-oxopropionate reductase	1
BHFGHA_09935	2-dehydro-3-deoxyglucarate aldolase	1
BHFGHA_09940	galactarate/glucarate/glycerate transporter GarP	1
BHFGHA_09945	galactarate dehydratase	1
BHFGHA_09950	type II toxin-antitoxin system antitoxin PrlF	1
BHFGHA_09955	type II toxin-antitoxin system ribonuclease toxin YhaV	1
BHFGHA_09960	aga operon transcriptional regulator AgaR	1
BHFGHA_09965	tagatose-bisphosphate aldolase subunit KbaZ	1
BHFGHA_09970	PTS N-acetylgalactosamine transporter subunit IIB	1
BHFGHA_09975	PTS N-acetylgalactosamine transporter subunit IIC	1
BHFGHA_09980	PTS N-acetylgalactosamine transporter subunit IID	1
BHFGHA_09985	PTS galactosamine/N-acetylgalactosamine transporter subunit IIA	1
BHFGHA_09990	N-acetylglucosamine-6-phosphate deacetylase	1
BHFGHA_09995	D-galactosamine-6-phosphate deaminase AgaS	1
BHFGHA_10000	tagatose-bisphosphate aldolase subunit KbaY	1
BHFGHA_10005	PTS galactosamine transporter subunit IIB	1
BHFGHA_10010	PTS system N-acetylgalactosamine-specific EIIC component 1	1
BHFGHA_10015	IS1 family transposase	1
BHFGHA_10020	InsB	1
BHFGHA_10025	PTS galactosamine transporter subunit IIC	1
BHFGHA_10030	PTS galactosamine transporter subunit IID	1
BHFGHA_10035	galactosamine-6-phosphate isomerase	1
BHFGHA_10040	Uncharacterized fimbrial-like protein YraH	1
BHFGHA_10045	putative fimbrial chaperone YraI	1
BHFGHA_10050	Outer membrane usher protein YraJ	1
BHFGHA_10055	Uncharacterized fimbrial-like protein YraK	1
BHFGHA_10060	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1
BHFGHA_10065	penicillin-binding protein activator LpoA	1
BHFGHA_10070	YraN family protein	1
BHFGHA_10075	DnaA initiator-associating protein DiaA	1
BHFGHA_10080	DnaA initiator-associating protein DiaA	1
BHFGHA_10085	UPF0718 protein YraQ	1
BHFGHA_10090	Putative NAD(P)-binding protein YraR	1
BHFGHA_10095	protein/nucleic acid deglycase	1
BHFGHA_10100	YhbP family protein	1
BHFGHA_10105	DNA damage response exodeoxyribonuclease YhbQ	1
BHFGHA_10110	Uncharacterized N-acetyltransferase YhbS	1
BHFGHA_10115	Ubiquinone biosynthesis accessory factor UbiT	1
BHFGHA_10120	Ubiquinone biosynthesis protein UbiU	1
BHFGHA_10125	U32 family peptidase	1
BHFGHA_10130	luciferase-like monooxygenase	1
BHFGHA_10135	tryptophan permease	1
BHFGHA_10140	ATP-dependent RNA helicase DeaD	1
BHFGHA_10145	Uncharacterized protein YrbN	1
BHFGHA_10150	lipoprotein NlpI	1
BHFGHA_10155	polyribonucleotide nucleotidyltransferase	1
BHFGHA_10165	30S ribosomal protein S15	1
BHFGHA_10170	tRNA pseudouridine(55) synthase TruB	1
BHFGHA_10175	30S ribosome-binding factor RbfA	1
BHFGHA_10185	translation initiation factor IF-2	1
BHFGHA_10190	Transcription termination/antitermination protein NusA	1
BHFGHA_10195	ribosome maturation factor RimP	1
BHFGHA_10205	argininosuccinate synthase	1
BHFGHA_10210	Putative transferase YhbX	1
BHFGHA_10220	preprotein translocase subunit SecG	1
BHFGHA_10225	phosphoglucosamine mutase	1
BHFGHA_10230	dihydropteroate synthase FolP	1
BHFGHA_10235	ATP-dependent zinc metalloprotease FtsH	1
BHFGHA_10240	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	1
BHFGHA_10245	ribosome assembly RNA-binding protein YhbY	1
BHFGHA_10250	transcription elongation factor GreA	1
BHFGHA_10255	serine-type D-Ala-D-Ala carboxypeptidase	1
BHFGHA_10260	Obg family GTPase CgtA	1
BHFGHA_10265	Uncharacterized inner membrane transporter YhbE	1
BHFGHA_10270	50S ribosomal protein L27	1
BHFGHA_10275	50S ribosomal protein L21	1
BHFGHA_10280	octaprenyl diphosphate synthase	1
BHFGHA_10285	DNA-binding transcriptional regulator SfsB	1
BHFGHA_10290	UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	1
BHFGHA_10295	BolA family iron metabolism protein IbaG	1
BHFGHA_10300	lipid asymmetry maintenance protein MlaB	1
BHFGHA_10305	phospholipid-binding protein MlaC	1
BHFGHA_10310	outer membrane lipid asymmetry maintenance protein MlaD	1
BHFGHA_10315	lipid asymmetry maintenance ABC transporter permease subunit MlaE	1
BHFGHA_10320	phospholipid ABC transporter ATP-binding protein MlaF	1
BHFGHA_10325	calcium/sodium antiporter	1
BHFGHA_10330	arabinose-5-phosphate isomerase KdsD	1
BHFGHA_10335	3-deoxy-manno-octulosonate-8-phosphatase KdsC	1
BHFGHA_10340	LPS export ABC transporter periplasmic protein LptC	1
BHFGHA_10345	lipopolysaccharide ABC transporter substrate-binding protein LptA	1
BHFGHA_10350	LPS export ABC transporter ATP-binding protein	1
BHFGHA_10355	RNA polymerase factor sigma-54	1
BHFGHA_10360	ribosome hibernation promoting factor	1
BHFGHA_10365	PTS IIA-like nitrogen regulatory protein PtsN	1
BHFGHA_10370	RNase adapter RapZ	1
BHFGHA_10375	PTS phosphocarrier protein NPr	1
BHFGHA_10380	PhoP regulatory network protein YrbL	1
BHFGHA_10385	monofunctional biosynthetic peptidoglycan transglycosylase	1
BHFGHA_10390	isoprenoid biosynthesis glyoxalase ElbB	1
BHFGHA_10400	aerobic respiration two-component sensor histidine kinase ArcB	1
BHFGHA_10405	TIGR01212 family radical SAM protein	1
